STATION,NAME,DATE,SNOW
USC00106152,"MOSCOW U OF I, ID US",4/20/15,0
USC00106152,"MOSCOW U OF I, ID US",4/21/15,0
USC00106152,"MOSCOW U OF I, ID US",4/22/15,0
USC00106152,"MOSCOW U OF I, ID US",4/23/15,0
USC00106152,"MOSCOW U OF I, ID US",4/24/15,0
USC00106152,"MOSCOW U OF I, ID US",4/25/15,0
USC00106152,"MOSCOW U OF I, ID US",4/26/15,0
USC00106152,"MOSCOW U OF I, ID US",4/27/15,0
USC00106152,"MOSCOW U OF I, ID US",4/28/15,0
USC00106152,"MOSCOW U OF I, ID US",4/29/15,0
USC00106152,"MOSCOW U OF I, ID US",4/30/15,0
USC00106152,"MOSCOW U OF I, ID US",5/1/15,0
USC00106152,"MOSCOW U OF I, ID US",5/2/15,0
USC00106152,"MOSCOW U OF I, ID US",5/3/15,0
USC00106152,"MOSCOW U OF I, ID US",5/4/15,0
USC00106152,"MOSCOW U OF I, ID US",5/5/15,0
USC00106152,"MOSCOW U OF I, ID US",5/6/15,0
USC00106152,"MOSCOW U OF I, ID US",5/7/15,0
USC00106152,"MOSCOW U OF I, ID US",5/8/15,0
USC00106152,"MOSCOW U OF I, ID US",5/9/15,0
USC00106152,"MOSCOW U OF I, ID US",5/10/15,0
USC00106152,"MOSCOW U OF I, ID US",5/11/15,0
USC00106152,"MOSCOW U OF I, ID US",5/12/15,0
USC00106152,"MOSCOW U OF I, ID US",5/13/15,0
USC00106152,"MOSCOW U OF I, ID US",5/14/15,0
USC00106152,"MOSCOW U OF I, ID US",5/15/15,0
USC00106152,"MOSCOW U OF I, ID US",5/16/15,0
USC00106152,"MOSCOW U OF I, ID US",5/17/15,0
USC00106152,"MOSCOW U OF I, ID US",5/18/15,0
USC00106152,"MOSCOW U OF I, ID US",5/19/15,0
USC00106152,"MOSCOW U OF I, ID US",5/20/15,0
USC00106152,"MOSCOW U OF I, ID US",5/21/15,0
USC00106152,"MOSCOW U OF I, ID US",5/22/15,0
USC00106152,"MOSCOW U OF I, ID US",5/23/15,0
USC00106152,"MOSCOW U OF I, ID US",5/24/15,0
USC00106152,"MOSCOW U OF I, ID US",5/25/15,0
USC00106152,"MOSCOW U OF I, ID US",5/26/15,0
USC00106152,"MOSCOW U OF I, ID US",5/27/15,0
USC00106152,"MOSCOW U OF I, ID US",5/28/15,0
USC00106152,"MOSCOW U OF I, ID US",5/29/15,0
USC00106152,"MOSCOW U OF I, ID US",5/30/15,0
USC00106152,"MOSCOW U OF I, ID US",5/31/15,0
USC00106152,"MOSCOW U OF I, ID US",6/1/15,0
USC00106152,"MOSCOW U OF I, ID US",6/2/15,0
USC00106152,"MOSCOW U OF I, ID US",6/3/15,0
USC00106152,"MOSCOW U OF I, ID US",6/4/15,0
USC00106152,"MOSCOW U OF I, ID US",6/5/15,0
USC00106152,"MOSCOW U OF I, ID US",6/6/15,0
USC00106152,"MOSCOW U OF I, ID US",6/7/15,0
USC00106152,"MOSCOW U OF I, ID US",6/8/15,0
USC00106152,"MOSCOW U OF I, ID US",6/9/15,0
USC00106152,"MOSCOW U OF I, ID US",6/10/15,0
USC00106152,"MOSCOW U OF I, ID US",6/11/15,0
USC00106152,"MOSCOW U OF I, ID US",6/12/15,0
USC00106152,"MOSCOW U OF I, ID US",6/13/15,0
USC00106152,"MOSCOW U OF I, ID US",6/14/15,0
USC00106152,"MOSCOW U OF I, ID US",6/15/15,0
USC00106152,"MOSCOW U OF I, ID US",6/16/15,0
USC00106152,"MOSCOW U OF I, ID US",6/17/15,0
USC00106152,"MOSCOW U OF I, ID US",6/18/15,0
USC00106152,"MOSCOW U OF I, ID US",6/19/15,0
USC00106152,"MOSCOW U OF I, ID US",6/20/15,0
USC00106152,"MOSCOW U OF I, ID US",6/21/15,0
USC00106152,"MOSCOW U OF I, ID US",6/22/15,0
USC00106152,"MOSCOW U OF I, ID US",6/23/15,0
USC00106152,"MOSCOW U OF I, ID US",6/24/15,0
USC00106152,"MOSCOW U OF I, ID US",6/25/15,0
USC00106152,"MOSCOW U OF I, ID US",6/26/15,0
USC00106152,"MOSCOW U OF I, ID US",6/27/15,0
USC00106152,"MOSCOW U OF I, ID US",6/28/15,0
USC00106152,"MOSCOW U OF I, ID US",6/29/15,0
USC00106152,"MOSCOW U OF I, ID US",6/30/15,0
USC00106152,"MOSCOW U OF I, ID US",7/1/15,0
USC00106152,"MOSCOW U OF I, ID US",7/2/15,0
USC00106152,"MOSCOW U OF I, ID US",7/3/15,0
USC00106152,"MOSCOW U OF I, ID US",7/4/15,0
USC00106152,"MOSCOW U OF I, ID US",7/5/15,0
USC00106152,"MOSCOW U OF I, ID US",7/6/15,0
USC00106152,"MOSCOW U OF I, ID US",7/7/15,0
USC00106152,"MOSCOW U OF I, ID US",7/8/15,0
USC00106152,"MOSCOW U OF I, ID US",7/9/15,0
USC00106152,"MOSCOW U OF I, ID US",7/10/15,0
USC00106152,"MOSCOW U OF I, ID US",7/11/15,0
USC00106152,"MOSCOW U OF I, ID US",7/12/15,0
USC00106152,"MOSCOW U OF I, ID US",7/13/15,0
USC00106152,"MOSCOW U OF I, ID US",7/14/15,0
USC00106152,"MOSCOW U OF I, ID US",7/15/15,0
USC00106152,"MOSCOW U OF I, ID US",7/16/15,0
USC00106152,"MOSCOW U OF I, ID US",7/17/15,0
USC00106152,"MOSCOW U OF I, ID US",7/18/15,0
USC00106152,"MOSCOW U OF I, ID US",7/19/15,0
USC00106152,"MOSCOW U OF I, ID US",7/20/15,0
USC00106152,"MOSCOW U OF I, ID US",7/21/15,0
USC00106152,"MOSCOW U OF I, ID US",7/22/15,0
USC00106152,"MOSCOW U OF I, ID US",7/23/15,0
USC00106152,"MOSCOW U OF I, ID US",7/24/15,0
USC00106152,"MOSCOW U OF I, ID US",7/25/15,0
USC00106152,"MOSCOW U OF I, ID US",7/26/15,0
USC00106152,"MOSCOW U OF I, ID US",7/27/15,0
USC00106152,"MOSCOW U OF I, ID US",7/28/15,0
USC00106152,"MOSCOW U OF I, ID US",7/29/15,0
USC00106152,"MOSCOW U OF I, ID US",7/30/15,0
USC00106152,"MOSCOW U OF I, ID US",7/31/15,0
USC00106152,"MOSCOW U OF I, ID US",8/1/15,0
USC00106152,"MOSCOW U OF I, ID US",8/2/15,0
USC00106152,"MOSCOW U OF I, ID US",8/3/15,0
USC00106152,"MOSCOW U OF I, ID US",8/4/15,0
USC00106152,"MOSCOW U OF I, ID US",8/5/15,0
USC00106152,"MOSCOW U OF I, ID US",8/6/15,0
USC00106152,"MOSCOW U OF I, ID US",8/7/15,0
USC00106152,"MOSCOW U OF I, ID US",8/8/15,0
USC00106152,"MOSCOW U OF I, ID US",8/9/15,0
USC00106152,"MOSCOW U OF I, ID US",8/10/15,0
USC00106152,"MOSCOW U OF I, ID US",8/11/15,0
USC00106152,"MOSCOW U OF I, ID US",8/12/15,0
USC00106152,"MOSCOW U OF I, ID US",8/13/15,0
USC00106152,"MOSCOW U OF I, ID US",8/14/15,0
USC00106152,"MOSCOW U OF I, ID US",8/15/15,0
USC00106152,"MOSCOW U OF I, ID US",8/16/15,0
USC00106152,"MOSCOW U OF I, ID US",8/17/15,0
USC00106152,"MOSCOW U OF I, ID US",8/18/15,0
USC00106152,"MOSCOW U OF I, ID US",8/19/15,0
USC00106152,"MOSCOW U OF I, ID US",8/20/15,0
USC00106152,"MOSCOW U OF I, ID US",8/21/15,0
USC00106152,"MOSCOW U OF I, ID US",8/22/15,0
USC00106152,"MOSCOW U OF I, ID US",8/23/15,0
USC00106152,"MOSCOW U OF I, ID US",8/24/15,0
USC00106152,"MOSCOW U OF I, ID US",8/25/15,0
USC00106152,"MOSCOW U OF I, ID US",8/26/15,0
USC00106152,"MOSCOW U OF I, ID US",8/27/15,0
USC00106152,"MOSCOW U OF I, ID US",8/28/15,0
USC00106152,"MOSCOW U OF I, ID US",8/29/15,0
USC00106152,"MOSCOW U OF I, ID US",8/30/15,0
USC00106152,"MOSCOW U OF I, ID US",8/31/15,0
USC00106152,"MOSCOW U OF I, ID US",9/1/15,0
USC00106152,"MOSCOW U OF I, ID US",9/2/15,0
USC00106152,"MOSCOW U OF I, ID US",9/3/15,0
USC00106152,"MOSCOW U OF I, ID US",9/4/15,0
USC00106152,"MOSCOW U OF I, ID US",9/5/15,0
USC00106152,"MOSCOW U OF I, ID US",9/6/15,0
USC00106152,"MOSCOW U OF I, ID US",9/7/15,0
USC00106152,"MOSCOW U OF I, ID US",9/8/15,0
USC00106152,"MOSCOW U OF I, ID US",9/9/15,0
USC00106152,"MOSCOW U OF I, ID US",9/10/15,0
USC00106152,"MOSCOW U OF I, ID US",9/11/15,0
USC00106152,"MOSCOW U OF I, ID US",9/12/15,0
USC00106152,"MOSCOW U OF I, ID US",9/13/15,0
USC00106152,"MOSCOW U OF I, ID US",9/14/15,0
USC00106152,"MOSCOW U OF I, ID US",9/15/15,0
USC00106152,"MOSCOW U OF I, ID US",9/16/15,0
USC00106152,"MOSCOW U OF I, ID US",9/17/15,0
USC00106152,"MOSCOW U OF I, ID US",9/18/15,0
USC00106152,"MOSCOW U OF I, ID US",9/19/15,0
USC00106152,"MOSCOW U OF I, ID US",9/20/15,0
USC00106152,"MOSCOW U OF I, ID US",9/21/15,0
USC00106152,"MOSCOW U OF I, ID US",9/22/15,0
USC00106152,"MOSCOW U OF I, ID US",9/23/15,0
USC00106152,"MOSCOW U OF I, ID US",9/24/15,0
USC00106152,"MOSCOW U OF I, ID US",9/25/15,0
USC00106152,"MOSCOW U OF I, ID US",9/26/15,0
USC00106152,"MOSCOW U OF I, ID US",9/27/15,0
USC00106152,"MOSCOW U OF I, ID US",9/28/15,0
USC00106152,"MOSCOW U OF I, ID US",9/29/15,0
USC00106152,"MOSCOW U OF I, ID US",9/30/15,0
USC00106152,"MOSCOW U OF I, ID US",10/1/15,0
USC00106152,"MOSCOW U OF I, ID US",10/2/15,0
USC00106152,"MOSCOW U OF I, ID US",10/3/15,0
USC00106152,"MOSCOW U OF I, ID US",10/4/15,0
USC00106152,"MOSCOW U OF I, ID US",10/5/15,0
USC00106152,"MOSCOW U OF I, ID US",10/6/15,0
USC00106152,"MOSCOW U OF I, ID US",10/7/15,0
USC00106152,"MOSCOW U OF I, ID US",10/8/15,0
USC00106152,"MOSCOW U OF I, ID US",10/9/15,0
USC00106152,"MOSCOW U OF I, ID US",10/10/15,0
USC00106152,"MOSCOW U OF I, ID US",10/11/15,0
USC00106152,"MOSCOW U OF I, ID US",10/12/15,0
USC00106152,"MOSCOW U OF I, ID US",10/13/15,0
USC00106152,"MOSCOW U OF I, ID US",10/14/15,0
USC00106152,"MOSCOW U OF I, ID US",10/15/15,0
USC00106152,"MOSCOW U OF I, ID US",10/16/15,0
USC00106152,"MOSCOW U OF I, ID US",10/17/15,0
USC00106152,"MOSCOW U OF I, ID US",10/18/15,0
USC00106152,"MOSCOW U OF I, ID US",10/19/15,0
USC00106152,"MOSCOW U OF I, ID US",10/20/15,0
USC00106152,"MOSCOW U OF I, ID US",10/21/15,0
USC00106152,"MOSCOW U OF I, ID US",10/22/15,0
USC00106152,"MOSCOW U OF I, ID US",10/23/15,0
USC00106152,"MOSCOW U OF I, ID US",10/24/15,0
USC00106152,"MOSCOW U OF I, ID US",10/25/15,0
USC00106152,"MOSCOW U OF I, ID US",10/26/15,0
USC00106152,"MOSCOW U OF I, ID US",10/27/15,0
USC00106152,"MOSCOW U OF I, ID US",10/28/15,0
USC00106152,"MOSCOW U OF I, ID US",10/29/15,0
USC00106152,"MOSCOW U OF I, ID US",10/30/15,0
USC00106152,"MOSCOW U OF I, ID US",10/31/15,0
USC00106152,"MOSCOW U OF I, ID US",11/1/15,0
USC00106152,"MOSCOW U OF I, ID US",11/2/15,0
USC00106152,"MOSCOW U OF I, ID US",11/3/15,0
USC00106152,"MOSCOW U OF I, ID US",11/4/15,0
USC00106152,"MOSCOW U OF I, ID US",11/5/15,1
USC00106152,"MOSCOW U OF I, ID US",11/6/15,0
USC00106152,"MOSCOW U OF I, ID US",11/7/15,0
USC00106152,"MOSCOW U OF I, ID US",11/8/15,0
USC00106152,"MOSCOW U OF I, ID US",11/9/15,0
USC00106152,"MOSCOW U OF I, ID US",11/10/15,0
USC00106152,"MOSCOW U OF I, ID US",11/11/15,0
USC00106152,"MOSCOW U OF I, ID US",11/12/15,0
USC00106152,"MOSCOW U OF I, ID US",11/13/15,0
USC00106152,"MOSCOW U OF I, ID US",11/14/15,0
USC00106152,"MOSCOW U OF I, ID US",11/15/15,0
USC00106152,"MOSCOW U OF I, ID US",11/16/15,0
USC00106152,"MOSCOW U OF I, ID US",11/17/15,1.5
USC00106152,"MOSCOW U OF I, ID US",11/18/15,0
USC00106152,"MOSCOW U OF I, ID US",11/19/15,0.5
USC00106152,"MOSCOW U OF I, ID US",11/20/15,0
USC00106152,"MOSCOW U OF I, ID US",11/21/15,0
USC00106152,"MOSCOW U OF I, ID US",11/22/15,0
USC00106152,"MOSCOW U OF I, ID US",11/23/15,0
USC00106152,"MOSCOW U OF I, ID US",11/24/15,0
USC00106152,"MOSCOW U OF I, ID US",11/25/15,0
USC00106152,"MOSCOW U OF I, ID US",11/26/15,0
USC00106152,"MOSCOW U OF I, ID US",11/27/15,0
USC00106152,"MOSCOW U OF I, ID US",11/28/15,0
USC00106152,"MOSCOW U OF I, ID US",11/29/15,0
USC00106152,"MOSCOW U OF I, ID US",11/30/15,0
USC00106152,"MOSCOW U OF I, ID US",12/1/15,0
USC00106152,"MOSCOW U OF I, ID US",12/2/15,1
USC00106152,"MOSCOW U OF I, ID US",12/3/15,0
USC00106152,"MOSCOW U OF I, ID US",12/4/15,0
USC00106152,"MOSCOW U OF I, ID US",12/5/15,0
USC00106152,"MOSCOW U OF I, ID US",12/6/15,0
USC00106152,"MOSCOW U OF I, ID US",12/7/15,0
USC00106152,"MOSCOW U OF I, ID US",12/8/15,0
USC00106152,"MOSCOW U OF I, ID US",12/9/15,0
USC00106152,"MOSCOW U OF I, ID US",12/10/15,0
USC00106152,"MOSCOW U OF I, ID US",12/11/15,0
USC00106152,"MOSCOW U OF I, ID US",12/12/15,0.5
USC00106152,"MOSCOW U OF I, ID US",12/13/15,0
USC00106152,"MOSCOW U OF I, ID US",12/14/15,0
USC00106152,"MOSCOW U OF I, ID US",12/15/15,0
USC00106152,"MOSCOW U OF I, ID US",12/16/15,8.5
USC00106152,"MOSCOW U OF I, ID US",12/17/15,0.5
USC00106152,"MOSCOW U OF I, ID US",12/18/15,0.3
USC00106152,"MOSCOW U OF I, ID US",12/19/15,0
USC00106152,"MOSCOW U OF I, ID US",12/20/15,2
USC00106152,"MOSCOW U OF I, ID US",12/21/15,2
USC00106152,"MOSCOW U OF I, ID US",12/22/15,3
USC00106152,"MOSCOW U OF I, ID US",12/23/15,2.5
USC00106152,"MOSCOW U OF I, ID US",12/24/15,2
USC00106152,"MOSCOW U OF I, ID US",12/25/15,0.5
USC00106152,"MOSCOW U OF I, ID US",12/26/15,0
USC00106152,"MOSCOW U OF I, ID US",12/27/15,0
USC00106152,"MOSCOW U OF I, ID US",12/28/15,1
USC00106152,"MOSCOW U OF I, ID US",12/29/15,2
USC00106152,"MOSCOW U OF I, ID US",12/30/15,0
USC00106152,"MOSCOW U OF I, ID US",12/31/15,0
USC00106152,"MOSCOW U OF I, ID US",1/1/16,0
USC00106152,"MOSCOW U OF I, ID US",1/2/16,0
USC00106152,"MOSCOW U OF I, ID US",1/3/16,0
USC00106152,"MOSCOW U OF I, ID US",1/4/16,0
USC00106152,"MOSCOW U OF I, ID US",1/5/16,0
USC00106152,"MOSCOW U OF I, ID US",1/6/16,0
USC00106152,"MOSCOW U OF I, ID US",1/7/16,0
USC00106152,"MOSCOW U OF I, ID US",1/8/16,0
USC00106152,"MOSCOW U OF I, ID US",1/9/16,0
USC00106152,"MOSCOW U OF I, ID US",1/10/16,0
USC00106152,"MOSCOW U OF I, ID US",1/11/16,0
USC00106152,"MOSCOW U OF I, ID US",1/12/16,0
USC00106152,"MOSCOW U OF I, ID US",1/13/16,0
USC00106152,"MOSCOW U OF I, ID US",1/14/16,0
USC00106152,"MOSCOW U OF I, ID US",1/15/16,0
USC00106152,"MOSCOW U OF I, ID US",1/16/16,2
USC00106152,"MOSCOW U OF I, ID US",1/17/16,0
USC00106152,"MOSCOW U OF I, ID US",1/18/16,0
USC00106152,"MOSCOW U OF I, ID US",1/19/16,0
USC00106152,"MOSCOW U OF I, ID US",1/20/16,0
USC00106152,"MOSCOW U OF I, ID US",1/21/16,0
USC00106152,"MOSCOW U OF I, ID US",1/22/16,0
USC00106152,"MOSCOW U OF I, ID US",1/23/16,0
USC00106152,"MOSCOW U OF I, ID US",1/24/16,0
USC00106152,"MOSCOW U OF I, ID US",1/25/16,0
USC00106152,"MOSCOW U OF I, ID US",1/26/16,0
USC00106152,"MOSCOW U OF I, ID US",1/27/16,0
USC00106152,"MOSCOW U OF I, ID US",1/28/16,0
USC00106152,"MOSCOW U OF I, ID US",1/29/16,0
USC00106152,"MOSCOW U OF I, ID US",1/30/16,0
USC00106152,"MOSCOW U OF I, ID US",1/31/16,0
USC00106152,"MOSCOW U OF I, ID US",2/1/16,0
USC00106152,"MOSCOW U OF I, ID US",2/2/16,0
USC00106152,"MOSCOW U OF I, ID US",2/3/16,0
USC00106152,"MOSCOW U OF I, ID US",2/4/16,2
USC00106152,"MOSCOW U OF I, ID US",2/5/16,0
USC00106152,"MOSCOW U OF I, ID US",2/6/16,0
USC00106152,"MOSCOW U OF I, ID US",2/7/16,0
USC00106152,"MOSCOW U OF I, ID US",2/8/16,0
USC00106152,"MOSCOW U OF I, ID US",2/9/16,0
USC00106152,"MOSCOW U OF I, ID US",2/10/16,0
USC00106152,"MOSCOW U OF I, ID US",2/11/16,0
USC00106152,"MOSCOW U OF I, ID US",2/12/16,0
USC00106152,"MOSCOW U OF I, ID US",2/13/16,0
USC00106152,"MOSCOW U OF I, ID US",2/14/16,0
USC00106152,"MOSCOW U OF I, ID US",2/15/16,0
USC00106152,"MOSCOW U OF I, ID US",2/16/16,0
USC00106152,"MOSCOW U OF I, ID US",2/17/16,0
USC00106152,"MOSCOW U OF I, ID US",2/18/16,0
USC00106152,"MOSCOW U OF I, ID US",2/19/16,0
USC00106152,"MOSCOW U OF I, ID US",2/20/16,0
USC00106152,"MOSCOW U OF I, ID US",2/21/16,0
USC00106152,"MOSCOW U OF I, ID US",2/22/16,0
USC00106152,"MOSCOW U OF I, ID US",2/23/16,0
USC00106152,"MOSCOW U OF I, ID US",2/24/16,0
USC00106152,"MOSCOW U OF I, ID US",2/25/16,0
USC00106152,"MOSCOW U OF I, ID US",2/26/16,0
USC00106152,"MOSCOW U OF I, ID US",2/27/16,0
USC00106152,"MOSCOW U OF I, ID US",2/28/16,0
USC00106152,"MOSCOW U OF I, ID US",2/29/16,0
USC00106152,"MOSCOW U OF I, ID US",3/1/16,0
USC00106152,"MOSCOW U OF I, ID US",3/2/16,0
USC00106152,"MOSCOW U OF I, ID US",3/3/16,0
USC00106152,"MOSCOW U OF I, ID US",3/4/16,0
USC00106152,"MOSCOW U OF I, ID US",3/5/16,0
USC00106152,"MOSCOW U OF I, ID US",3/6/16,0
USC00106152,"MOSCOW U OF I, ID US",3/7/16,0
USC00106152,"MOSCOW U OF I, ID US",3/8/16,0
USC00106152,"MOSCOW U OF I, ID US",3/9/16,0
USC00106152,"MOSCOW U OF I, ID US",3/10/16,0
USC00106152,"MOSCOW U OF I, ID US",3/11/16,0
USC00106152,"MOSCOW U OF I, ID US",3/12/16,0
USC00106152,"MOSCOW U OF I, ID US",3/13/16,0
USC00106152,"MOSCOW U OF I, ID US",3/14/16,0
USC00106152,"MOSCOW U OF I, ID US",3/15/16,0
USC00106152,"MOSCOW U OF I, ID US",3/16/16,0
USC00106152,"MOSCOW U OF I, ID US",3/17/16,1
USC00106152,"MOSCOW U OF I, ID US",3/18/16,0
USC00106152,"MOSCOW U OF I, ID US",3/19/16,0
USC00106152,"MOSCOW U OF I, ID US",3/20/16,0
USC00106152,"MOSCOW U OF I, ID US",3/21/16,0
USC00106152,"MOSCOW U OF I, ID US",3/22/16,1
USC00106152,"MOSCOW U OF I, ID US",3/23/16,0
USC00106152,"MOSCOW U OF I, ID US",3/24/16,0
USC00106152,"MOSCOW U OF I, ID US",3/25/16,0
USC00106152,"MOSCOW U OF I, ID US",3/26/16,0
USC00106152,"MOSCOW U OF I, ID US",3/27/16,0
USC00106152,"MOSCOW U OF I, ID US",3/28/16,0.1
USC00106152,"MOSCOW U OF I, ID US",3/29/16,0
USC00106152,"MOSCOW U OF I, ID US",3/30/16,0
USC00106152,"MOSCOW U OF I, ID US",3/31/16,0
USC00106152,"MOSCOW U OF I, ID US",4/1/16,0
USC00106152,"MOSCOW U OF I, ID US",4/2/16,0
USC00106152,"MOSCOW U OF I, ID US",4/3/16,0
USC00106152,"MOSCOW U OF I, ID US",4/4/16,0.4
USC00106152,"MOSCOW U OF I, ID US",4/5/16,0
USC00106152,"MOSCOW U OF I, ID US",4/6/16,0
USC00106152,"MOSCOW U OF I, ID US",4/7/16,0
USC00106152,"MOSCOW U OF I, ID US",4/8/16,0
USC00106152,"MOSCOW U OF I, ID US",4/9/16,0
USC00106152,"MOSCOW U OF I, ID US",4/10/16,0
USC00106152,"MOSCOW U OF I, ID US",4/11/16,0
USC00106152,"MOSCOW U OF I, ID US",4/12/16,0
